fecha;hora;centenario;cordoba;la_boca;palermo
25/2/2012 00:00;6;36;21;24;s/d
26/2/2012 00:00;20;27;12;17;s/d
3/3/2012 00:00;18;19;14;19;s/d
3/3/2012 00:00;17;19;14;19;s/d
4/3/2012 00:00;11;19;14;18;s/d
4/3/2012 00:00;12;19;14;18;s/d
4/3/2012 00:00;10;19;14;18;s/d
4/3/2012 00:00;9;20;15;19;s/d
9/3/2012 00:00;8;24;20;20;s/d
9/3/2012 00:00;12;21;17;18;s/d
17/3/2012 00:00;8;27;19;21;s/d
18/3/2012 00:00;12;19;17;17;s/d
18/3/2012 00:00;13;19;35;17;s/d
18/3/2012 00:00;15;19;36;18;s/d
1/4/2012 00:00;13;27;27;23;s/d
1/4/2012 00:00;6;29;26;24;s/d
10/4/2012 00:00;8;s/d;23;22;s/d
10/4/2012 00:00;9;s/d;23;23;s/d
2/5/2012 00:00;4;17;12;13;s/d
17/5/2012 00:00;6;30;23;24;s/d
27/5/2012 00:00;11;20;14;15;s/d
27/5/2012 00:00;12;19;14;15;s/d
27/5/2012 00:00;13;18;14;15;s/d
23/9/2012 00:00;11;24;17;24;s/d
13/10/2012 00:00;5;23;21;21;s/d
23/12/2012 00:00;13;17;12;16;s/d
23/12/2012 00:00;4;17;13;20;s/d
23/12/2012 00:00;3;16;12;20;s/d
25/12/2012 00:00;20;36;s/d;s/d;s/d
28/12/2012 00:00;8;24;s/d;23;s/d
30/12/2012 00:00;13;32;s/d;28;s/d
30/12/2012 00:00;16;29;s/d;25;s/d
31/12/2012 00:00;10;28;s/d;22;s/d
3/1/2013 00:00;13;25;s/d;27;s/d
3/1/2013 00:00;14;25;s/d;26;s/d
3/1/2013 00:00;15;24;s/d;26;s/d
4/1/2013 00:00;5;21;s/d;21;s/d
4/1/2013 00:00;3;21;s/d;22;s/d
28/3/2013 00:00;11;18;18;19;s/d
28/3/2013 00:00;13;18;17;19;s/d
30/3/2013 00:00;10;15;13;15;s/d
30/3/2013 00:00;11;15;13;15;s/d
1/5/2013 00:00;10;29;25;26;s/d
23/11/2014 00:00;9;18;s/d;s/d;s/d
23/11/2014 00:00;13;19;s/d;s/d;s/d
23/11/2014 00:00;7;18;s/d;s/d;s/d
